Ref_Date,GEO,TRAFFIC,Vector,Coordinate,Value
2012,"Victoria Harbour, British Columbia","Total, passengers enplaned and deplaned",v65779998,4181.1,232128.0
2013,"Victoria Harbour, British Columbia","Total, passengers enplaned and deplaned",v65779998,4181.1,208726.0
2014,"Victoria Harbour, British Columbia","Total, passengers enplaned and deplaned",v65779998,4181.1,203534.0
2015,"Victoria Harbour, British Columbia","Total, passengers enplaned and deplaned",v65779998,4181.1,198973.0
2010,"Victoria Harbour, British Columbia",Passengers enplaned,v65779999,4181.2,130420.0
2011,"Victoria Harbour, British Columbia",Passengers enplaned,v65779999,4181.2,124242.0
2012,"Victoria Harbour, British Columbia",Passengers enplaned,v65779999,4181.2,118861.0
2013,"Victoria Harbour, British Columbia",Passengers enplaned,v65779999,4181.2,103839.0
2014,"Victoria Harbour, British Columbia",Passengers enplaned,v65779999,4181.2,101448.0
2015,"Victoria Harbour, British Columbia",Passengers enplaned,v65779999,4181.2,101693.0
2010,"Victoria Harbour, British Columbia",Passengers deplaned,v65780000,4181.3,131292.0
2011,"Victoria Harbour, British Columbia",Passengers deplaned,v65780000,4181.3,124242.0
2012,"Victoria Harbour, British Columbia",Passengers deplaned,v65780000,4181.3,113267.0
2013,"Victoria Harbour, British Columbia",Passengers deplaned,v65780000,4181.3,104887.0
2014,"Victoria Harbour, British Columbia",Passengers deplaned,v65780000,4181.3,102086.0
2015,"Victoria Harbour, British Columbia",Passengers deplaned,v65780000,4181.3,97280.0
2010,"Victoria Harbour, British Columbia","Total, passenger sector",v65780001,4181.4,261712.0
2011,"Victoria Harbour, British Columbia","Total, passenger sector",v65780001,4181.4,248484.0
2012,"Victoria Harbour, British Columbia","Total, passenger sector",v65780001,4181.4,232128.0
2013,"Victoria Harbour, British Columbia","Total, passenger sector",v65780001,4181.4,208726.0
2014,"Victoria Harbour, British Columbia","Total, passenger sector",v65780001,4181.4,203534.0
2015,"Victoria Harbour, British Columbia","Total, passenger sector",v65780001,4181.4,198973.0
2010,"Victoria Harbour, British Columbia",Domestic sector,v65780002,4181.5,243431.0
2011,"Victoria Harbour, British Columbia",Domestic sector,v65780002,4181.5,230908.0
2012,"Victoria Harbour, British Columbia",Domestic sector,v65780002,4181.5,214093.0
2013,"Victoria Harbour, British Columbia",Domestic sector,v65780002,4181.5,x
2014,"Victoria Harbour, British Columbia",Domestic sector,v65780002,4181.5,x
2015,"Victoria Harbour, British Columbia",Domestic sector,v65780002,4181.5,x
2010,"Victoria Harbour, British Columbia",Transborder sector,v65780003,4181.6,18281.0
2011,"Victoria Harbour, British Columbia",Transborder sector,v65780003,4181.6,17576.0
2012,"Victoria Harbour, British Columbia",Transborder sector,v65780003,4181.6,18035.0
2013,"Victoria Harbour, British Columbia",Transborder sector,v65780003,4181.6,x
2014,"Victoria Harbour, British Columbia",Transborder sector,v65780003,4181.6,x
2015,"Victoria Harbour, British Columbia",Transborder sector,v65780003,4181.6,x
2010,"Victoria Harbour, British Columbia",Other International sector,v65780004,4181.7,0.0
2011,"Victoria Harbour, British Columbia",Other International sector,v65780004,4181.7,0.0
2012,"Victoria Harbour, British Columbia",Other International sector,v65780004,4181.7,0.0
2013,"Victoria Harbour, British Columbia",Other International sector,v65780004,4181.7,0.0
2014,"Victoria Harbour, British Columbia",Other International sector,v65780004,4181.7,x
2015,"Victoria Harbour, British Columbia",Other International sector,v65780004,4181.7,x
2010,"Victoria Harbour, British Columbia",Passenger flights,v65780005,4181.8,34614.0
2011,"Victoria Harbour, British Columbia",Passenger flights,v65780005,4181.8,33468.0
2012,"Victoria Harbour, British Columbia",Passenger flights,v65780005,4181.8,33198.0
2013,"Victoria Harbour, British Columbia",Passenger flights,v65780005,4181.8,34313.0
2014,"Victoria Harbour, British Columbia",Passenger flights,v65780005,4181.8,30646.0
2015,"Victoria Harbour, British Columbia",Passenger flights,v65780005,4181.8,28501.0
2010,"Victoria International, British Columbia","Total, passengers enplaned and deplaned",v65779686,171.1,1464349.0
2011,"Victoria International, British Columbia","Total, passengers enplaned and deplaned",v65779686,171.1,1456782.0
2012,"Victoria International, British Columbia","Total, passengers enplaned and deplaned",v65779686,171.1,1470070.0
2013,"Victoria International, British Columbia","Total, passengers enplaned and deplaned",v65779686,171.1,1563656.0
2014,"Victoria International, British Columbia","Total, passengers enplaned and deplaned",v65779686,171.1,1610512.0
2015,"Victoria International, British Columbia","Total, passengers enplaned and deplaned",v65779686,171.1,1661789.0
2010,"Victoria International, British Columbia",Passengers enplaned,v65779687,171.2,730080.0
2011,"Victoria International, British Columbia",Passengers enplaned,v65779687,171.2,720900.0
2012,"Victoria International, British Columbia",Passengers enplaned,v65779687,171.2,730658.0
2013,"Victoria International, British Columbia",Passengers enplaned,v65779687,171.2,756377.0
2014,"Victoria International, British Columbia",Passengers enplaned,v65779687,171.2,801388.0
2015,"Victoria International, British Columbia",Passengers enplaned,v65779687,171.2,826438.0
2010,"Victoria International, British Columbia",Passengers deplaned,v65779688,171.3,734269.0
2011,"Victoria International, British Columbia",Passengers deplaned,v65779688,171.3,735882.0
2012,"Victoria International, British Columbia",Passengers deplaned,v65779688,171.3,739412.0
2013,"Victoria International, British Columbia",Passengers deplaned,v65779688,171.3,807279.0
2014,"Victoria International, British Columbia",Passengers deplaned,v65779688,171.3,809124.0
2015,"Victoria International, British Columbia",Passengers deplaned,v65779688,171.3,835351.0
2010,"Victoria International, British Columbia","Total, passenger sector",v65779689,171.4,1464349.0
2011,"Victoria International, British Columbia","Total, passenger sector",v65779689,171.4,1456782.0
2012,"Victoria International, British Columbia","Total, passenger sector",v65779689,171.4,1470070.0
2013,"Victoria International, British Columbia","Total, passenger sector",v65779689,171.4,1563656.0
2014,"Victoria International, British Columbia","Total, passenger sector",v65779689,171.4,1610512.0
2015,"Victoria International, British Columbia","Total, passenger sector",v65779689,171.4,1661789.0
2010,"Victoria International, British Columbia",Domestic sector,v65779690,171.5,1189747.0
2011,"Victoria International, British Columbia",Domestic sector,v65779690,171.5,1177582.0
2012,"Victoria International, British Columbia",Domestic sector,v65779690,171.5,1202246.0
2013,"Victoria International, British Columbia",Domestic sector,v65779690,171.5,1287256.0
2014,"Victoria International, British Columbia",Domestic sector,v65779690,171.5,1321293.0
2015,"Victoria International, British Columbia",Domestic sector,v65779690,171.5,1367164.0
2010,"Victoria International, British Columbia",Transborder sector,v65779691,171.6,251007.0
2011,"Victoria International, British Columbia",Transborder sector,v65779691,171.6,251736.0
2012,"Victoria International, British Columbia",Transborder sector,v65779691,171.6,241883.0
2013,"Victoria International, British Columbia",Transborder sector,v65779691,171.6,252200.0
2014,"Victoria International, British Columbia",Transborder sector,v65779691,171.6,265322.0
2015,"Victoria International, British Columbia",Transborder sector,v65779691,171.6,270302.0
2010,"Victoria International, British Columbia",Other International sector,v65779692,171.7,23595.0
2011,"Victoria International, British Columbia",Other International sector,v65779692,171.7,27464.0
2012,"Victoria International, British Columbia",Other International sector,v65779692,171.7,25941.0
2013,"Victoria International, British Columbia",Other International sector,v65779692,171.7,24200.0
2014,"Victoria International, British Columbia",Other International sector,v65779692,171.7,23897.0
2015,"Victoria International, British Columbia",Other International sector,v65779692,171.7,24323.0
2010,"Victoria International, British Columbia",Passenger flights,v65779693,171.8,31407.0
2011,"Victoria International, British Columbia",Passenger flights,v65779693,171.8,32242.0
2012,"Victoria International, British Columbia",Passenger flights,v65779693,171.8,33007.0
2013,"Victoria International, British Columbia",Passenger flights,v65779693,171.8,31683.0
2014,"Victoria International, British Columbia",Passenger flights,v65779693,171.8,33469.0
2015,"Victoria International, British Columbia",Passenger flights,v65779693,171.8,33688.0
2010,"Whistler Municipal, British Columbia","Total, passengers enplaned and deplaned",v65781246,5416.1,x
2011,"Whistler Municipal, British Columbia","Total, passengers enplaned and deplaned",v65781246,5416.1,x
2012,"Whistler Municipal, British Columbia","Total, passengers enplaned and deplaned",v65781246,5416.1,x
2013,"Whistler Municipal, British Columbia","Total, passengers enplaned and deplaned",v65781246,5416.1,x
2014,"Whistler Municipal, British Columbia","Total, passengers enplaned and deplaned",v65781246,5416.1,x
2015,"Whistler Municipal, British Columbia","Total, passengers enplaned and deplaned",v65781246,5416.1,x
2010,"Whistler Municipal, British Columbia",Passengers enplaned,v65781247,5416.2,x
2011,"Whistler Municipal, British Columbia",Passengers enplaned,v65781247,5416.2,x
2012,"Whistler Municipal, British Columbia",Passengers enplaned,v65781247,5416.2,x
2013,"Whistler Municipal, British Columbia",Passengers enplaned,v65781247,5416.2,x
2014,"Whistler Municipal, British Columbia",Passengers enplaned,v65781247,5416.2,x
2015,"Whistler Municipal, British Columbia",Passengers enplaned,v65781247,5416.2,x
2010,"Whistler Municipal, British Columbia",Passengers deplaned,v65781248,5416.3,x
2011,"Whistler Municipal, British Columbia",Passengers deplaned,v65781248,5416.3,x
2012,"Whistler Municipal, British Columbia",Passengers deplaned,v65781248,5416.3,x
2013,"Whistler Municipal, British Columbia",Passengers deplaned,v65781248,5416.3,x
2014,"Whistler Municipal, British Columbia",Passengers deplaned,v65781248,5416.3,x
2015,"Whistler Municipal, British Columbia",Passengers deplaned,v65781248,5416.3,x
2010,"Whistler Municipal, British Columbia","Total, passenger sector",v65781249,5416.4,x
2011,"Whistler Municipal, British Columbia","Total, passenger sector",v65781249,5416.4,x
2012,"Whistler Municipal, British Columbia","Total, passenger sector",v65781249,5416.4,x
2013,"Whistler Municipal, British Columbia","Total, passenger sector",v65781249,5416.4,x
2014,"Whistler Municipal, British Columbia","Total, passenger sector",v65781249,5416.4,x
2015,"Whistler Municipal, British Columbia","Total, passenger sector",v65781249,5416.4,x
2010,"Whistler Municipal, British Columbia",Domestic sector,v65781250,5416.5,x
2011,"Whistler Municipal, British Columbia",Domestic sector,v65781250,5416.5,x
2012,"Whistler Municipal, British Columbia",Domestic sector,v65781250,5416.5,x
2013,"Whistler Municipal, British Columbia",Domestic sector,v65781250,5416.5,x
2014,"Whistler Municipal, British Columbia",Domestic sector,v65781250,5416.5,x
2015,"Whistler Municipal, British Columbia",Domestic sector,v65781250,5416.5,x
2010,"Whistler Municipal, British Columbia",Transborder sector,v65781251,5416.6,0.0
2011,"Whistler Municipal, British Columbia",Transborder sector,v65781251,5416.6,0.0
2012,"Whistler Municipal, British Columbia",Transborder sector,v65781251,5416.6,0.0
2013,"Whistler Municipal, British Columbia",Transborder sector,v65781251,5416.6,0.0
2014,"Whistler Municipal, British Columbia",Transborder sector,v65781251,5416.6,0.0
2015,"Whistler Municipal, British Columbia",Transborder sector,v65781251,5416.6,0.0
2010,"Whistler Municipal, British Columbia",Other International sector,v65781252,5416.7,0.0
2011,"Whistler Municipal, British Columbia",Other International sector,v65781252,5416.7,0.0
2012,"Whistler Municipal, British Columbia",Other International sector,v65781252,5416.7,0.0
2013,"Whistler Municipal, British Columbia",Other International sector,v65781252,5416.7,0.0
2014,"Whistler Municipal, British Columbia",Other International sector,v65781252,5416.7,0.0
2015,"Whistler Municipal, British Columbia",Other International sector,v65781252,5416.7,0.0
2010,"Whistler Municipal, British Columbia",Passenger flights,v65781253,5416.8,x
2011,"Whistler Municipal, British Columbia",Passenger flights,v65781253,5416.8,x
2012,"Whistler Municipal, British Columbia",Passenger flights,v65781253,5416.8,x
2013,"Whistler Municipal, British Columbia",Passenger flights,v65781253,5416.8,x
2014,"Whistler Municipal, British Columbia",Passenger flights,v65781253,5416.8,x
2015,"Whistler Municipal, British Columbia",Passenger flights,v65781253,5416.8,x
2010,"Williams Lake, British Columbia","Total, passengers enplaned and deplaned",v65779590,158.1,x
2011,"Williams Lake, British Columbia","Total, passengers enplaned and deplaned",v65779590,158.1,x
2012,"Williams Lake, British Columbia","Total, passengers enplaned and deplaned",v65779590,158.1,x
2013,"Williams Lake, British Columbia","Total, passengers enplaned and deplaned",v65779590,158.1,x
2014,"Williams Lake, British Columbia","Total, passengers enplaned and deplaned",v65779590,158.1,x
2015,"Williams Lake, British Columbia","Total, passengers enplaned and deplaned",v65779590,158.1,x
2010,"Williams Lake, British Columbia",Passengers enplaned,v65779591,158.2,x
2011,"Williams Lake, British Columbia",Passengers enplaned,v65779591,158.2,x
2012,"Williams Lake, British Columbia",Passengers enplaned,v65779591,158.2,x
2013,"Williams Lake, British Columbia",Passengers enplaned,v65779591,158.2,x
2014,"Williams Lake, British Columbia",Passengers enplaned,v65779591,158.2,x
2015,"Williams Lake, British Columbia",Passengers enplaned,v65779591,158.2,x
2010,"Williams Lake, British Columbia",Passengers deplaned,v65779592,158.3,x
2011,"Williams Lake, British Columbia",Passengers deplaned,v65779592,158.3,x
2012,"Williams Lake, British Columbia",Passengers deplaned,v65779592,158.3,x
2013,"Williams Lake, British Columbia",Passengers deplaned,v65779592,158.3,x
2014,"Williams Lake, British Columbia",Passengers deplaned,v65779592,158.3,x
2015,"Williams Lake, British Columbia",Passengers deplaned,v65779592,158.3,x
2010,"Williams Lake, British Columbia","Total, passenger sector",v65779593,158.4,x
2011,"Williams Lake, British Columbia","Total, passenger sector",v65779593,158.4,x
2012,"Williams Lake, British Columbia","Total, passenger sector",v65779593,158.4,x
2013,"Williams Lake, British Columbia","Total, passenger sector",v65779593,158.4,x
2014,"Williams Lake, British Columbia","Total, passenger sector",v65779593,158.4,x
2015,"Williams Lake, British Columbia","Total, passenger sector",v65779593,158.4,x
2010,"Williams Lake, British Columbia",Domestic sector,v65779594,158.5,x
2011,"Williams Lake, British Columbia",Domestic sector,v65779594,158.5,x
2012,"Williams Lake, British Columbia",Domestic sector,v65779594,158.5,x
2013,"Williams Lake, British Columbia",Domestic sector,v65779594,158.5,x
2014,"Williams Lake, British Columbia",Domestic sector,v65779594,158.5,x
2015,"Williams Lake, British Columbia",Domestic sector,v65779594,158.5,x
2010,"Williams Lake, British Columbia",Transborder sector,v65779595,158.6,0.0
2011,"Williams Lake, British Columbia",Transborder sector,v65779595,158.6,0.0
2012,"Williams Lake, British Columbia",Transborder sector,v65779595,158.6,0.0
2013,"Williams Lake, British Columbia",Transborder sector,v65779595,158.6,x
2014,"Williams Lake, British Columbia",Transborder sector,v65779595,158.6,0.0
2015,"Williams Lake, British Columbia",Transborder sector,v65779595,158.6,0.0
2010,"Williams Lake, British Columbia",Other International sector,v65779596,158.7,0.0
2011,"Williams Lake, British Columbia",Other International sector,v65779596,158.7,0.0
2012,"Williams Lake, British Columbia",Other International sector,v65779596,158.7,0.0
2013,"Williams Lake, British Columbia",Other International sector,v65779596,158.7,0.0
2014,"Williams Lake, British Columbia",Other International sector,v65779596,158.7,0.0
2015,"Williams Lake, British Columbia",Other International sector,v65779596,158.7,0.0
2010,"Williams Lake, British Columbia",Passenger flights,v65779597,158.8,x
2011,"Williams Lake, British Columbia",Passenger flights,v65779597,158.8,x
2012,"Williams Lake, British Columbia",Passenger flights,v65779597,158.8,x
2013,"Williams Lake, British Columbia",Passenger flights,v65779597,158.8,x
2014,"Williams Lake, British Columbia",Passenger flights,v65779597,158.8,x
2015,"Williams Lake, British Columbia",Passenger flights,v65779597,158.8,x
2010,Yukon,"Total, passengers enplaned and deplaned",v65781782,111000.1,x
2011,Yukon,"Total, passengers enplaned and deplaned",v65781782,111000.1,x
2012,Yukon,"Total, passengers enplaned and deplaned",v65781782,111000.1,x
2013,Yukon,"Total, passengers enplaned and deplaned",v65781782,111000.1,x
2014,Yukon,"Total, passengers enplaned and deplaned",v65781782,111000.1,x
2015,Yukon,"Total, passengers enplaned and deplaned",v65781782,111000.1,x
2010,Yukon,Passengers enplaned,v65781783,111000.2,x
2011,Yukon,Passengers enplaned,v65781783,111000.2,x
2012,Yukon,Passengers enplaned,v65781783,111000.2,x
2013,Yukon,Passengers enplaned,v65781783,111000.2,x
2014,Yukon,Passengers enplaned,v65781783,111000.2,x
2015,Yukon,Passengers enplaned,v65781783,111000.2,x
2010,Yukon,Passengers deplaned,v65781784,111000.3,x
2011,Yukon,Passengers deplaned,v65781784,111000.3,x
2012,Yukon,Passengers deplaned,v65781784,111000.3,x
2013,Yukon,Passengers deplaned,v65781784,111000.3,x
2014,Yukon,Passengers deplaned,v65781784,111000.3,x
2015,Yukon,Passengers deplaned,v65781784,111000.3,x
2010,Yukon,"Total, passenger sector",v65781785,111000.4,x
2011,Yukon,"Total, passenger sector",v65781785,111000.4,x
2012,Yukon,"Total, passenger sector",v65781785,111000.4,x
2013,Yukon,"Total, passenger sector",v65781785,111000.4,x
2014,Yukon,"Total, passenger sector",v65781785,111000.4,x
2015,Yukon,"Total, passenger sector",v65781785,111000.4,x
2010,Yukon,Domestic sector,v65781786,111000.5,x
2011,Yukon,Domestic sector,v65781786,111000.5,x
2012,Yukon,Domestic sector,v65781786,111000.5,x
2013,Yukon,Domestic sector,v65781786,111000.5,x
2014,Yukon,Domestic sector,v65781786,111000.5,x
2015,Yukon,Domestic sector,v65781786,111000.5,x
2010,Yukon,Transborder sector,v65781787,111000.6,x
2011,Yukon,Transborder sector,v65781787,111000.6,x
2012,Yukon,Transborder sector,v65781787,111000.6,x
2013,Yukon,Transborder sector,v65781787,111000.6,x
2014,Yukon,Transborder sector,v65781787,111000.6,x
2015,Yukon,Transborder sector,v65781787,111000.6,x
2010,Yukon,Other International sector,v65781788,111000.7,x
2011,Yukon,Other International sector,v65781788,111000.7,x
2012,Yukon,Other International sector,v65781788,111000.7,x
2013,Yukon,Other International sector,v65781788,111000.7,x
2014,Yukon,Other International sector,v65781788,111000.7,x
2015,Yukon,Other International sector,v65781788,111000.7,x
2010,Yukon,Passenger flights,v65781789,111000.8,6162.0
2011,Yukon,Passenger flights,v65781789,111000.8,x
2012,Yukon,Passenger flights,v65781789,111000.8,7320.0
2013,Yukon,Passenger flights,v65781789,111000.8,6236.0
2014,Yukon,Passenger flights,v65781789,111000.8,6653.0
2015,Yukon,Passenger flights,v65781789,111000.8,5673.0
2010,"Dawson, Yukon","Total, passengers enplaned and deplaned",v65778998,70.1,x
2011,"Dawson, Yukon","Total, passengers enplaned and deplaned",v65778998,70.1,x
2012,"Dawson, Yukon","Total, passengers enplaned and deplaned",v65778998,70.1,x
2013,"Dawson, Yukon","Total, passengers enplaned and deplaned",v65778998,70.1,x
2014,"Dawson, Yukon","Total, passengers enplaned and deplaned",v65778998,70.1,x
2015,"Dawson, Yukon","Total, passengers enplaned and deplaned",v65778998,70.1,x
2010,"Dawson, Yukon",Passengers enplaned,v65778999,70.2,x
2011,"Dawson, Yukon",Passengers enplaned,v65778999,70.2,x
2012,"Dawson, Yukon",Passengers enplaned,v65778999,70.2,x
2013,"Dawson, Yukon",Passengers enplaned,v65778999,70.2,x
2014,"Dawson, Yukon",Passengers enplaned,v65778999,70.2,x
2015,"Dawson, Yukon",Passengers enplaned,v65778999,70.2,x
2010,"Dawson, Yukon",Passengers deplaned,v65779000,70.3,x
2011,"Dawson, Yukon",Passengers deplaned,v65779000,70.3,x
2012,"Dawson, Yukon",Passengers deplaned,v65779000,70.3,x
2013,"Dawson, Yukon",Passengers deplaned,v65779000,70.3,x
2014,"Dawson, Yukon",Passengers deplaned,v65779000,70.3,x
2015,"Dawson, Yukon",Passengers deplaned,v65779000,70.3,x
2010,"Dawson, Yukon","Total, passenger sector",v65779001,70.4,x
2011,"Dawson, Yukon","Total, passenger sector",v65779001,70.4,x
2012,"Dawson, Yukon","Total, passenger sector",v65779001,70.4,x
2013,"Dawson, Yukon","Total, passenger sector",v65779001,70.4,x
2014,"Dawson, Yukon","Total, passenger sector",v65779001,70.4,x
2015,"Dawson, Yukon","Total, passenger sector",v65779001,70.4,x
2010,"Dawson, Yukon",Domestic sector,v65779002,70.5,x
2011,"Dawson, Yukon",Domestic sector,v65779002,70.5,x
2012,"Dawson, Yukon",Domestic sector,v65779002,70.5,x
2013,"Dawson, Yukon",Domestic sector,v65779002,70.5,x
2014,"Dawson, Yukon",Domestic sector,v65779002,70.5,x
2015,"Dawson, Yukon",Domestic sector,v65779002,70.5,x
2010,"Dawson, Yukon",Transborder sector,v65779003,70.6,x
2011,"Dawson, Yukon",Transborder sector,v65779003,70.6,x
2012,"Dawson, Yukon",Transborder sector,v65779003,70.6,x
2013,"Dawson, Yukon",Transborder sector,v65779003,70.6,x
2014,"Dawson, Yukon",Transborder sector,v65779003,70.6,x
2015,"Dawson, Yukon",Transborder sector,v65779003,70.6,0.0
2010,"Dawson, Yukon",Other International sector,v65779004,70.7,0.0
2011,"Dawson, Yukon",Other International sector,v65779004,70.7,0.0
2012,"Dawson, Yukon",Other International sector,v65779004,70.7,0.0
2013,"Dawson, Yukon",Other International sector,v65779004,70.7,0.0
2014,"Dawson, Yukon",Other International sector,v65779004,70.7,0.0
2015,"Dawson, Yukon",Other International sector,v65779004,70.7,0.0
2010,"Dawson, Yukon",Passenger flights,v65779005,70.8,x
2011,"Dawson, Yukon",Passenger flights,v65779005,70.8,x
2012,"Dawson, Yukon",Passenger flights,v65779005,70.8,x
2013,"Dawson, Yukon",Passenger flights,v65779005,70.8,x
2014,"Dawson, Yukon",Passenger flights,v65779005,70.8,x
2015,"Dawson, Yukon",Passenger flights,v65779005,70.8,x
2010,"Old Crow, Yukon","Total, passengers enplaned and deplaned",v65779086,82.1,x
2011,"Old Crow, Yukon","Total, passengers enplaned and deplaned",v65779086,82.1,x
2012,"Old Crow, Yukon","Total, passengers enplaned and deplaned",v65779086,82.1,x
2013,"Old Crow, Yukon","Total, passengers enplaned and deplaned",v65779086,82.1,x
2014,"Old Crow, Yukon","Total, passengers enplaned and deplaned",v65779086,82.1,x
2015,"Old Crow, Yukon","Total, passengers enplaned and deplaned",v65779086,82.1,x
2010,"Old Crow, Yukon",Passengers enplaned,v65779087,82.2,x
2011,"Old Crow, Yukon",Passengers enplaned,v65779087,82.2,x
2012,"Old Crow, Yukon",Passengers enplaned,v65779087,82.2,x
2013,"Old Crow, Yukon",Passengers enplaned,v65779087,82.2,x
2014,"Old Crow, Yukon",Passengers enplaned,v65779087,82.2,x
2015,"Old Crow, Yukon",Passengers enplaned,v65779087,82.2,x
2010,"Old Crow, Yukon",Passengers deplaned,v65779088,82.3,x
2011,"Old Crow, Yukon",Passengers deplaned,v65779088,82.3,x
2012,"Old Crow, Yukon",Passengers deplaned,v65779088,82.3,x
2013,"Old Crow, Yukon",Passengers deplaned,v65779088,82.3,x
2014,"Old Crow, Yukon",Passengers deplaned,v65779088,82.3,x
2015,"Old Crow, Yukon",Passengers deplaned,v65779088,82.3,x
2010,"Old Crow, Yukon","Total, passenger sector",v65779089,82.4,x
2011,"Old Crow, Yukon","Total, passenger sector",v65779089,82.4,x
2012,"Old Crow, Yukon","Total, passenger sector",v65779089,82.4,x
2013,"Old Crow, Yukon","Total, passenger sector",v65779089,82.4,x
2014,"Old Crow, Yukon","Total, passenger sector",v65779089,82.4,x
2015,"Old Crow, Yukon","Total, passenger sector",v65779089,82.4,x
2010,"Old Crow, Yukon",Domestic sector,v65779090,82.5,x
2011,"Old Crow, Yukon",Domestic sector,v65779090,82.5,x
2012,"Old Crow, Yukon",Domestic sector,v65779090,82.5,x
2013,"Old Crow, Yukon",Domestic sector,v65779090,82.5,x
2014,"Old Crow, Yukon",Domestic sector,v65779090,82.5,x
2015,"Old Crow, Yukon",Domestic sector,v65779090,82.5,x
2010,"Old Crow, Yukon",Transborder sector,v65779091,82.6,x
2011,"Old Crow, Yukon",Transborder sector,v65779091,82.6,x
2012,"Old Crow, Yukon",Transborder sector,v65779091,82.6,0.0
2013,"Old Crow, Yukon",Transborder sector,v65779091,82.6,x
2014,"Old Crow, Yukon",Transborder sector,v65779091,82.6,x
2015,"Old Crow, Yukon",Transborder sector,v65779091,82.6,0.0
2010,"Old Crow, Yukon",Other International sector,v65779092,82.7,0.0
2011,"Old Crow, Yukon",Other International sector,v65779092,82.7,0.0
2012,"Old Crow, Yukon",Other International sector,v65779092,82.7,0.0
2013,"Old Crow, Yukon",Other International sector,v65779092,82.7,0.0
2014,"Old Crow, Yukon",Other International sector,v65779092,82.7,0.0
2015,"Old Crow, Yukon",Other International sector,v65779092,82.7,0.0
2010,"Old Crow, Yukon",Passenger flights,v65779093,82.8,x
2011,"Old Crow, Yukon",Passenger flights,v65779093,82.8,x
2012,"Old Crow, Yukon",Passenger flights,v65779093,82.8,x
2013,"Old Crow, Yukon",Passenger flights,v65779093,82.8,x
2014,"Old Crow, Yukon",Passenger flights,v65779093,82.8,x
2015,"Old Crow, Yukon",Passenger flights,v65779093,82.8,x
2010,"Whitehorse International, Yukon","Total, passengers enplaned and deplaned",v65779566,155.1,229731.0
2011,"Whitehorse International, Yukon","Total, passengers enplaned and deplaned",v65779566,155.1,247350.0
2012,"Whitehorse International, Yukon","Total, passengers enplaned and deplaned",v65779566,155.1,271904.0
2013,"Whitehorse International, Yukon","Total, passengers enplaned and deplaned",v65779566,155.1,269326.0
2014,"Whitehorse International, Yukon","Total, passengers enplaned and deplaned",v65779566,155.1,304871.0
2015,"Whitehorse International, Yukon","Total, passengers enplaned and deplaned",v65779566,155.1,286407.0
2010,"Whitehorse International, Yukon",Passengers enplaned,v65779567,155.2,115353.0
2011,"Whitehorse International, Yukon",Passengers enplaned,v65779567,155.2,124389.0
2012,"Whitehorse International, Yukon",Passengers enplaned,v65779567,155.2,136562.0
2013,"Whitehorse International, Yukon",Passengers enplaned,v65779567,155.2,136182.0
2014,"Whitehorse International, Yukon",Passengers enplaned,v65779567,155.2,153127.0
2015,"Whitehorse International, Yukon",Passengers enplaned,v65779567,155.2,142928.0
2010,"Whitehorse International, Yukon",Passengers deplaned,v65779568,155.3,114378.0
2011,"Whitehorse International, Yukon",Passengers deplaned,v65779568,155.3,122961.0
2012,"Whitehorse International, Yukon",Passengers deplaned,v65779568,155.3,135342.0
2013,"Whitehorse International, Yukon",Passengers deplaned,v65779568,155.3,133144.0
2014,"Whitehorse International, Yukon",Passengers deplaned,v65779568,155.3,151744.0
2015,"Whitehorse International, Yukon",Passengers deplaned,v65779568,155.3,143479.0
2010,"Whitehorse International, Yukon","Total, passenger sector",v65779569,155.4,229731.0
2011,"Whitehorse International, Yukon","Total, passenger sector",v65779569,155.4,247350.0
2012,"Whitehorse International, Yukon","Total, passenger sector",v65779569,155.4,271904.0
2013,"Whitehorse International, Yukon","Total, passenger sector",v65779569,155.4,269326.0
2014,"Whitehorse International, Yukon","Total, passenger sector",v65779569,155.4,304871.0
2015,"Whitehorse International, Yukon","Total, passenger sector",v65779569,155.4,286407.0
2010,"Whitehorse International, Yukon",Domestic sector,v65779570,155.5,220665.0
2011,"Whitehorse International, Yukon",Domestic sector,v65779570,155.5,237717.0
2012,"Whitehorse International, Yukon",Domestic sector,v65779570,155.5,264833.0
2013,"Whitehorse International, Yukon",Domestic sector,v65779570,155.5,262162.0
2014,"Whitehorse International, Yukon",Domestic sector,v65779570,155.5,297858.0
2015,"Whitehorse International, Yukon",Domestic sector,v65779570,155.5,279572.0
2010,"Whitehorse International, Yukon",Transborder sector,v65779571,155.6,4206.0
2011,"Whitehorse International, Yukon",Transborder sector,v65779571,155.6,x
2012,"Whitehorse International, Yukon",Transborder sector,v65779571,155.6,x
2013,"Whitehorse International, Yukon",Transborder sector,v65779571,155.6,x
2014,"Whitehorse International, Yukon",Transborder sector,v65779571,155.6,x
2015,"Whitehorse International, Yukon",Transborder sector,v65779571,155.6,x
2010,"Whitehorse International, Yukon",Other International sector,v65779572,155.7,4860.0
2011,"Whitehorse International, Yukon",Other International sector,v65779572,155.7,x
2012,"Whitehorse International, Yukon",Other International sector,v65779572,155.7,x
2013,"Whitehorse International, Yukon",Other International sector,v65779572,155.7,x
2014,"Whitehorse International, Yukon",Other International sector,v65779572,155.7,x
2015,"Whitehorse International, Yukon",Other International sector,v65779572,155.7,x
2010,"Whitehorse International, Yukon",Passenger flights,v65779573,155.8,4620.0
2011,"Whitehorse International, Yukon",Passenger flights,v65779573,155.8,x
